priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
C,companion,how computers work; programming practice,repeating-yourself,Ben Eater,How assembly language loops work,How assembly language loops work,31.6,build / tutorial,https://www.youtube.com/watch?v=ZYJIakkcLYw,,799000,ZYJIakkcLYw
C,background,how computers work; programming practice,,Ben Eater,"“Hello, world” from scratch on a 6502 — Part 1",Hello world from scratch on a 6502,27.4,build / tutorial,https://www.youtube.com/watch?v=LnzuMJLZRdU,,5700000,LnzuMJLZRdU
C,companion,how computers work,designing-for-many-screens,Branch Education,How Do Touchscreens Work?,How touchscreens work,8.6,explainer,https://www.youtube.com/watch?v=cFvh7qM6LdA,https://nebula.tv/videos/brancheducation-how-do-touchscreens-work/,4000000,cFvh7qM6LdA
C,companion,how computers work,movement-focus-and-keyboards,Branch Education,How do Computer Keyboards Work? 🤔⌨⌨🛠,How keyboards work,11.2,explainer,https://www.youtube.com/watch?v=h-NM1xSSzHQ,https://nebula.tv/videos/brancheducation-how-do-computer-keyboards-work/,1800000,h-NM1xSSzHQ
C,background,how computers work; 3D graphics,,Branch Education,How do Graphics Cards Work?  Exploring GPU Architecture,How graphics cards work,28.5,explainer,https://www.youtube.com/watch?v=h9Z4oGN89MU,,7500000,h9Z4oGN89MU
C,background,how computers work; logic,,Sebastian Lague,Experimenting with Buses and Three-State Logic,Buses and three-state logic,18.7,coding project,https://www.youtube.com/watch?v=_3cNcmli6xQ,https://nebula.tv/videos/sebastianlague-experimenting-with-buses-and-three-state-logic/,723000,_3cNcmli6xQ
C,background,how computers work,,Spanning Tree,How Fast Could a Computer Be?,How fast could a computer be?,6.7,explainer,https://www.youtube.com/watch?v=UWAtCiK4cK0,,54000,UWAtCiK4cK0
C,companion,how computers work; binary & number representation,numbers-a-computer-can-hold,Steve Mould,"How a quartz watch works - its heart beats 32,768 times a second","How a quartz watch works: 32,768 is 2 to the 15",17.6,explainer,https://www.youtube.com/watch?v=_2By2ane2I4,,8800000,_2By2ane2I4
C,background,how computers work; binary & number representation,,Technology Connections,These digital clocks aren't digital at all,Digital clocks that aren't digital,18.5,explainer,https://www.youtube.com/watch?v=ZArBfxaPzD8,,1500000,ZArBfxaPzD8
C,companion,how computers work,how-we-got-here,Veritasium,Future Computers Will Be Radically Different (Analog Computing),Analog computing,21.7,explainer,https://www.youtube.com/watch?v=GVsUOuSjvcg,,13000000,GVsUOuSjvcg
C,companion,how computers work,designing-for-many-screens,engineerguy,How a Smartphone Knows Up from Down (accelerometer),How a smartphone knows up from down,4.4,explainer,https://www.youtube.com/watch?v=KZVgKu6v808,,1900000,KZVgKu6v808
C,background,logic,,Ellie Sleightholm,An Introduction to Mathematical Proofs,An introduction to mathematical proofs,17.9,explainer,https://www.youtube.com/watch?v=ce4Jc0QmjOI,,66000,ce4Jc0QmjOI
C,companion,logic,true-false-and-every-case,Patrick J,Truth Tables - Tautology and Contradiction,Worked example: tautology and contradiction,5.6,worked example,https://www.youtube.com/watch?v=O0KbymjE7xU,,177000,O0KbymjE7xU
C,companion,logic; games & puzzles,where-programming-came-from,Physics for the Birds,Is Legend of Zelda Turing Complete?,Is Legend of Zelda Turing complete?,11.0,explainer,https://www.youtube.com/watch?v=5u6BN1p0Uo8,,542000,5u6BN1p0Uo8
C,background,logic; algorithms & complexity,,Up and Atom,Berry's Paradox - An Algorithm For Truth,Berry's paradox,18.6,explainer,https://www.youtube.com/watch?v=FDXf1XxCXAk,https://nebula.tv/videos/up-and-atom-berrys-paradox-an-algorithm-for-truth/,512000,FDXf1XxCXAk
C,background,logic,,Up and Atom,How do you know that you know what you know?,How do you know what you know?,12.8,explainer,https://www.youtube.com/watch?v=M2ZM5tuhFWs,https://nebula.tv/videos/upandatom-how-do-you-know-that-you-know-what-you-know/,131000,M2ZM5tuhFWs
C,companion,maths in society; algebra & equations,rearranging-formulae,Answer in Progress,how fahrenheit fails you,How Fahrenheit fails you,16.7,investigation,https://www.youtube.com/watch?v=uXQLkQxJ904,,1400000,uXQLkQxJ904
C,companion,maths in society; probability,maths-that-runs-the-world,Patrick J,"Game Theory , Part 5 ( Expected Value of a Game )",Game theory part 5: expected value of a game,7.8,worked example,https://www.youtube.com/watch?v=EnCae_poBpc,,42000,EnCae_poBpc
C,background,maths in society,,Physics for the Birds,The Topological Problem with Voting,The topological problem with voting,10.8,explainer,https://www.youtube.com/watch?v=v5ev-RAg7Xs,,334000,v5ev-RAg7Xs
C,companion,maths in society; programming practice,a-college-timetable,minutephysics,Why Some Days Aren’t 24 Hours,Why some days aren't 24 hours,3.1,explainer,https://www.youtube.com/watch?v=Vxz6nNqpDCk,https://nebula.tv/videos/minute-physics-yt-why-some-days-arent-24-hours/,735000,Vxz6nNqpDCk
C,background,matrices & vectors,,3Blue1Brown,"Dot products and duality | Chapter 9, Essence of linear algebra",Dot products and duality,14.2,explainer,https://www.youtube.com/watch?v=LyGKycYT2v0,,3300000,LyGKycYT2v0
C,background,matrices & vectors; algorithms & complexity,,Applied Science,X-ray backscatter with compressed sensing algorithm,X-ray backscatter with compressed sensing,20.4,explainer,https://www.youtube.com/watch?v=EuVgGrun1V0,,201000,EuVgGrun1V0
C,companion,matrices & vectors; how computers work,multiplying-grids,LaurieWired,making computers multiply FASTER! (matrix hacking),Making computers multiply matrices faster,18.2,explainer,https://www.youtube.com/watch?v=xsZk3c7Oxyw,,187000,xsZk3c7Oxyw
C,companion,matrices & vectors,solving-systems,Patrick J,Cramer's Rule to Solve a System of 3 Linear Equations - Example 1,"Worked example: Cramer's rule, three equations",10.8,worked example,https://www.youtube.com/watch?v=TtxVGMWXMSE,,1900000,TtxVGMWXMSE
C,companion,matrices & vectors,grid-of-numbers,Sebastian Lague,Introduction to Game Development (E07: vectors),Vectors for game development,6.3,coding project,https://www.youtube.com/watch?v=m7VY1T6f8Ak,,156000,m7VY1T6f8Ak
C,background,networks & the web; compression & error correction,,Ben Eater,Clock synchronization and Manchester coding | Networking tutorial (3 of 13),Networking 3: clock sync and Manchester coding,11.8,build / tutorial,https://www.youtube.com/watch?v=8BhjXqw9MqI,,299000,8BhjXqw9MqI
C,companion,networks & the web,how-a-browser-fetches-a-page,Branch Education,How does Starlink Satellite Internet Work?📡☄🖥,How Starlink internet works,28.1,explainer,https://www.youtube.com/watch?v=qs2QcycggWU,https://nebula.tv/videos/brancheducation-how-does-starlink-satellite-internet-work/,9700000,qs2QcycggWU
C,companion,networks & the web; programming practice,publish-it,DevDuck,Making a Website in ONE WEEK for my Indie Dev Business! [Gatsby.js],Making a website in one week,15.9,devlog,https://www.youtube.com/watch?v=JbV1IHlzmqQ,,13000,JbV1IHlzmqQ
C,companion,networks & the web; logic,how-a-browser-fetches-a-page,Polylog,"The Byzantine Generals problem, and why it matters for the Internet",Byzantine generals and why it matters for the internet,17.7,explainer,https://www.youtube.com/watch?v=Bvj72wN0OVk,,33000,Bvj72wN0OVk
C,background,numbers; history,,Ellie Sleightholm,This 13th Century Maths Sequence Became the Perfect Cover for Murder,The Fibonacci sequence in a murder mystery,9.0,explainer,https://www.youtube.com/watch?v=Gtuf2507oYI,,5200,Gtuf2507oYI
C,companion,numbers; sets,sets-in-databases,Josh's Channel,How Infinity Works (And How It Breaks Math),How infinity works,19.7,explainer,https://www.youtube.com/watch?v=FzuMSJTysmg,,207000,FzuMSJTysmg
C,background,numbers; how computers work,,LaurieWired,Computing the Euclidean Algorithm in raw ARM Assembly,The Euclidean algorithm in raw ARM assembly,11.8,explainer,https://www.youtube.com/watch?v=665rzOSSxWA,,274000,665rzOSSxWA
C,background,numbers; history,,PurpleMind,The Mysterious Number That Took 100 Years To Compute,The number that took 100 years to compute,39.1,explainer,https://www.youtube.com/watch?v=0_fdjA2R0bQ,,215000,0_fdjA2R0bQ
C,background,numbers,,Quanta Magazine,Biggest Breakthroughs in Mathematics: 2025,Biggest breakthroughs in mathematics 2025 (yearly series),19.7,explainer,https://www.youtube.com/watch?v=hRpcWpAeWng,,803000,hRpcWpAeWng
C,background,numbers; games & puzzles,,Stand-up Maths,Alphamagic vs Letterwise Magic Squares,Letterwise magic squares,10.4,explainer,https://www.youtube.com/watch?v=QFDmtjNiwSE,,166000,QFDmtjNiwSE
C,background,numbers; calculus,,Stand-up Maths,What is the factorial of -½?,The factorial of minus a half,10.8,explainer,https://www.youtube.com/watch?v=dGnIJFzkLI4,,598000,dGnIJFzkLI4
C,background,numbers,,TheGrayCuber,Modular Multiplication is just Modular Addition,Modular multiplication is modular addition,17.4,explainer,https://www.youtube.com/watch?v=uGkYPL1kAtw,,46000,uGkYPL1kAtw
C,companion,numerical methods,numbers-and-their-families,Stand-up Maths,Bad Rounding: ⌊Trump vs Obamacare⌋,Bad rounding,8.3,explainer,https://www.youtube.com/watch?v=0X_Hqb7qkW4,,351000,0X_Hqb7qkW4
C,companion,orbits & motion; calculus,a-ball-in-orbit,AlphaPhoenix,I DROPPED my slomo camera to explain how gravity works,Dropping a slow-mo camera to explain gravity,27.6,explainer,https://www.youtube.com/watch?v=0rGaTwxWuz0,,610000,0rGaTwxWuz0
C,build seed,orbits & motion; simulation,a-ball-in-orbit,Quanta Magazine,Eclipses: How Scientists Predict the Unpredictable,Eclipses: predicting the unpredictable,9.3,explainer,https://www.youtube.com/watch?v=Gjbee3Bx_xs,,124000,Gjbee3Bx_xs
C,companion,orbits & motion,a-ball-in-orbit,Spanning Tree,When to Launch a Mars Mission,When to launch a Mars mission,6.1,explainer,https://www.youtube.com/watch?v=yAj_JhJoNDo,,59000,yAj_JhJoNDo
C,companion,orbits & motion; numbers,a-ball-in-orbit,Steve Mould,The Planets Are Weirdly In Sync,The planets are weirdly in sync,23.4,explainer,https://www.youtube.com/watch?v=Qyn64b4LNJ0,,2300000,Qyn64b4LNJ0
C,companion,orbits & motion; history,a-ball-in-orbit,Welch Labs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 2],Kepler's laws part 2,15.2,explainer,https://www.youtube.com/watch?v=MprJN5teQxc,,149000,MprJN5teQxc
C,companion,orbits & motion,a-ball-in-orbit,minutephysics,The Moon's Orbit is WEIRD,The Moon's orbit is weird,5.5,explainer,https://www.youtube.com/watch?v=KBcxuM-qXec,https://nebula.tv/videos/minutephysics-the-moons-orbit-is-weird/,1900000,KBcxuM-qXec
C,companion,orbits & motion,a-ball-in-orbit,minutephysics,This Orbit is the WORST,This orbit is the worst,7.5,explainer,https://www.youtube.com/watch?v=R2G8Xy6hiyg,https://nebula.tv/videos/minutephysics-this-orbit-is-the-worst/,514000,R2G8Xy6hiyg
C,background,probability; statistics & data,,Artem Kirsanov,The Key Equation Behind Probability,The key equation behind probability,26.4,explainer,https://www.youtube.com/watch?v=KHVR587oW8I,,415000,KHVR587oW8I
C,companion,probability,leaving-it-to-chance,"Ben, Ben and Blue",BBB #4: Randomness and GTD,BBB 4: randomness (podcast),56.1,podcast,https://www.youtube.com/watch?v=kkO2S7wbv4o,,19000,kkO2S7wbv4o
C,companion,probability,leaving-it-to-chance,Looking Glass Universe,Quantum Randomness,Quantum randomness,6.7,explainer,https://www.youtube.com/watch?v=hGGb0nGTPLk,,129000,hGGb0nGTPLk
C,companion,probability; logic,chances-that-combine,Looking Glass Universe,Resolution of the two envelope fallacy,Resolution of the two envelopes fallacy,2.6,explainer,https://www.youtube.com/watch?v=FXNKWxwcX9U,,25000,FXNKWxwcX9U
C,background,probability; geometry,,Physics for the Birds,Random Rhombus Tilings,Random rhombus tilings,7.5,explainer,https://www.youtube.com/watch?v=c6J_bd9seMg,,217000,c6J_bd9seMg
C,background,probability; geometry,,PurpleMind,Dice Don't Look Like This...,Dice don't look like this,4.0,explainer,https://www.youtube.com/watch?v=p0J8kIoQF6I,,19000,p0J8kIoQF6I
C,build seed,probability; games & puzzles,project-ideas,Sebastian Lague,Coding Adventure: Game Idea Generator,A game idea generator,9.4,coding project,https://www.youtube.com/watch?v=--GB9qyZJqg,https://nebula.tv/videos/sebastianlague-coding-adventure-game-idea-generator/,918000,--GB9qyZJqg
C,companion,probability; 3D graphics,leaving-it-to-chance,Sebastian Lague,Procedural Landmass Generation (E02: Noise Map),Noise maps for terrain,15.2,coding project,https://www.youtube.com/watch?v=WP-Bm65Q-1Y,,685000,WP-Bm65Q-1Y
C,companion,probability; geometry,leaving-it-to-chance,Sebastian Lague,[Unity] Procedural Object Placement (E01: poisson disc sampling),Poisson disc sampling: spreading random points evenly,18.6,coding project,https://www.youtube.com/watch?v=7WcmyxyFO7o,,276000,7WcmyxyFO7o
C,companion,probability; colour & images,leaving-it-to-chance,Stand-up Maths,This random noise won an Oscar.,The random noise that won an Oscar (Perlin noise),20.8,explainer,https://www.youtube.com/watch?v=JrLSfSh43oA,,218000,JrLSfSh43oA
C,background,probability; maths in society,,Veritasium,The Equation That Beat Wall Street,The equation that beat Wall Street: random walks and options,30.2,explainer,https://www.youtube.com/watch?v=A5w-dEgIU1M,,17000000,A5w-dEgIU1M
C,background,programming practice,,3Blue1Brown,How I animate 3Blue1Brown | A Manim demo with Ben Sparks,How Manim animations are made; inspiration for animated figures,53.7,explainer,https://www.youtube.com/watch?v=rbu7Zu5X1zI,,3200000,rbu7Zu5X1zI
C,background,programming practice,,Artem Kirsanov,How I make science animations,How he makes science animations,43.6,explainer,https://www.youtube.com/watch?v=yaa13eehgzo,,933000,yaa13eehgzo
C,background,programming practice,,DevDuck,6 Resources I Used to Learn Game Development,Six resources used to learn game development,11.0,devlog,https://www.youtube.com/watch?v=UJlEtRI796A,,81000,UJlEtRI796A
C,companion,programming practice,documenting-what-you-built,DevDuck,How I Developed and Released My First Video Game | Unity,Developing and releasing a first game,17.5,devlog,https://www.youtube.com/watch?v=PipKcM4B5ZY,,298000,PipKcM4B5ZY
C,background,programming practice,,Ellie Sleightholm,Programmer Reacts to 'Animation vs Coding',Programmer reacts to Animation vs Coding,18.3,explainer,https://www.youtube.com/watch?v=-sIFuthEYh0,,379000,-sIFuthEYh0
C,background,programming practice,,LaurieWired,Santa gave me a concurrency problem for Christmas...,A concurrency problem for Christmas,12.8,explainer,https://www.youtube.com/watch?v=zwUzulwiDpI,,70000,zwUzulwiDpI
C,companion,programming practice,many-languages-one-idea,LaurieWired,Your Programming Language Can't Understand You...,Your programming language can't understand you,30.2,explainer,https://www.youtube.com/watch?v=rv3S1HVxwD4,,414000,rv3S1HVxwD4
C,background,programming practice; games & puzzles,,Sebastian Lague,Coding Adventure: Coding a Coding Game,Coding a coding game,4.6,coding project,https://www.youtube.com/watch?v=dY6jR52fFWo,https://nebula.tv/videos/sebastianlague-coding-adventure-coding-a-coding-game/,636000,dY6jR52fFWo
C,companion,programming practice,drawing-frames-with-javascript,SimonDev,Is the COST of JavaScript’s GC REALLY that high?,The cost of JavaScript's garbage collector,13.9,coding project,https://www.youtube.com/watch?v=easvMCCBFkQ,,99000,easvMCCBFkQ
C,companion,programming practice,when-it-goes-wrong,Spanning Tree,Race Conditions and How to Prevent Them - A Look at Dekker's Algorithm,Race conditions and Dekker's algorithm,6.9,explainer,https://www.youtube.com/watch?v=MqnpIwN7dz0,,248000,MqnpIwN7dz0
C,companion,programming practice; cryptography,issues-and-pull-requests,Veritasium,The Internet Was Weeks Away From Disaster And No One Knew,The xz backdoor: the internet weeks from disaster,53.0,explainer,https://www.youtube.com/watch?v=aoag03mSuXQ,,15000000,aoag03mSuXQ
C,background,recursion & fractals; complex numbers,,2swap,Mandelbrot's Evil Twin,Mandelbrot's evil twin,7.8,explainer,https://www.youtube.com/watch?v=Ed1gsyxxwM0,,2200000,Ed1gsyxxwM0
C,companion,recursion & fractals; geometry,a-function-that-calls-itself,3Blue1Brown,Fractals are typically not self-similar,Fractals are typically not self-similar,21.6,explainer,https://www.youtube.com/watch?v=gB9n2gHsHN4,,4500000,gB9n2gHsHN4
C,companion,recursion & fractals; how computers work,a-function-that-calls-itself,LaurieWired,Using Recursion in ARM Assembly to compute the Fibonacci Sequence,Recursion in ARM assembly: Fibonacci,16.0,explainer,https://www.youtube.com/watch?v=rGg94EDHl6I,,25000,rGg94EDHl6I
